0x5bebe260779764fbd6cea88dfe1bf4932f7c33b8,17691812200000000000000,17691.8122
0x123456793b94455b0371f1e21b62c766f3a659d8,3615004700000000000000,3615.0047
0x03ecf4137a590f8245dbb3430b5e71d8f593501e,1851851000000000000000,1851.851
0xd4c66de64ed30083e5cb71d5de5c4c49f286aaf1,1276754800000000000000,1276.7548
0x5dbc538ad7a6b4997eddce0afff1f0f4ca77c60f,449761000000000000000,449.761
0xab94b4719a2b88aeb9f186bb1367442f146f1637,438272200000000000000,438.2722
0xd2b7365959627ab35efe275e853c7e86955163f1,313745000000000000000,313.745
0xbef0ae6bff00900ac30a6e2716e513fddffd16c8,291372000000000000000,291.372
0x22b84d5ffea8b801c0422afe752377a64aa738c2,287000400000000000000,287.0004
0x6e25fd07a8d2c3026cb227e7c079c7946ecb73bf,267354000000000000000,267.354
0x831ff32ef7552e7eacbaa349a1dc369aa7dcb337,261326000000000000000,261.326
0x48e6fcfaccfa764b15a527c3cc71aa85b074025d,256015500000000000000,256.0155
0x88b69ff9b01d783165632524887db9fdacb9ece2,254587000000000000000,254.587
0x36732adfcf4b2af34fc6ad1ef5b6dc088688be7c,249037000000000000000,249.037
0xee8899fddc58cb5913859bd0abd74a2730d1c9fa,234265000000000000000,234.265
0x4b2167c213520e1cddb3710265e9ccd4c8177ec9,206461000000000000000,206.461
0xd3961360571278d9fd0ece8a871d03fe9d1d591e,205199000000000000000,205.199
0x6f0b61247106d1287a1b5c2327ad1140a6d46771,194307000000000000000,194.307
0x71a35b67c9a6034505a516ffc727e5d2bc581598,193908000000000000000,193.908
0xe0f77b344a414057e790cd8162e21aaa0c972756,193420000000000000000,193.42
0x9588344d3e485e14f1178f2eb241a3ba84ec176f,192735000000000000000,192.735
0x2991dbcf8e94e05a8d59ddde481a23b323a923c9,189354000000000000000,189.354
0x337cdfc15681951abeb183f501602287188ef9c2,183620000000000000000,183.62
0x33264f807790eeb7d3727a6c3c6a38b474963914,183427000000000000000,183.427
0x4c7b3f59023b27b1a04102a14b97f8e1f8ec7ee6,176246000000000000000,176.246
0x6f95f0a87bdd4d884e3d0b3d75b9dfa54011c5aa,174295000000000000000,174.295
0xf65fd67d80f43469b6dddc2fd909f5e1e60fca02,173458000000000000000,173.458
0xa5f59d6289aeeb43e3cd26770f7b49deb3e60f7f,162807000000000000000,162.807
0x472fc77a9b399a25cddaa411f4125ca7c2d1b7be,162802000000000000000,162.802
0xb10d2d22c6661ad07771113783eb8567fe682786,150000000000000000000,150
0x7209ba29ba9b163c655b12cbf3c33369b77e1742,141187000000000000000,141.187
0x3369f5ecbf91a13d7c4f8d1637f690230df4ccfb,138609000000000000000,138.609
0x0eda12887881e07481a6faf0bcde8c95ee05faf0,138426000000000000000,138.426
0xad97fef0ecf431360d7145b35321bd11f147f534,138209000000000000000,138.209
0xa7141efaa79490f4d252ec9f5c42ea99a38a69e7,138106000000000000000,138.106
0xc4836b9a76204a9eb454a9222b639bc2444eac6b,137283000000000000000,137.283
0x20381b152d281c356d6f80e0cf54d16da0b7d795,137269000000000000000,137.269
0xf05a38d24f30250e569244e0f3b7307f84a7dc9e,136482000000000000000,136.482
0xb15f4a7fa7987048b29dd7b2050d19f52754196f,132765000000000000000,132.765
0xf65fd67d80f43469b6dddc2fd909f5e1e60fca02,129623000000000000000,129.623
0xe5fe00b12f20a1edf7f3501f87514a3741ced1e0,129015000000000000000,129.015
0x7eaedc91053dec8551e8b0dc50d072ebc14fbdd8,127306000000000000000,127.306
0x39a564b6bc9b382b21fe15847a6bea9c6bb056da,125001000000000000000,125.001
0x2c016e099a7f804e4cda8d8ecb273c8b38cb8652,124588000000000000000,124.588
0xa6c68760b1477c12c136c58308082435d927f8cd,124351000000000000000,124.351
0x97a43e3ec4b6908051551d58e6dd252d040732ca,123542000000000000000,123.542
0x5000df5c1d17b056394f4534e9af0f71da31f171,109648000000000000000,109.648
0x96ba316331ffd58ceb26ad8f4d785186ca6a090f,106473000000000000000,106.473
0x8d72d1976d13731111dfe41e6739f62fdef7d7ff,105548000000000000000,105.548
0xba241a42ed7c811156f7708cddd5d87215bf82f1,96245000000000000000,96.245
0xb97d0c399e4eaca0d33dbc0e97fcc5f413fff016,96185600000000000000,96.1856
0x290d0ee1d198946d53feb0cc04271674bab592b6,95103000000000000000,95.103
0x343ea4fd8892b08972c49d7e6d48b919d2dc51b3,94627000000000000000,94.627
0xbb4a8550ba163f6282af73e0bd7a63cb602e7025,92073000000000000000,92.073
0x90bfa0769b368842bf948197f67e71e53a197ec2,90000000000000000000,90
0x61f9c7f79343b9752d694ae76c128a45be8cd183,89625000000000000000,89.625
0x7209ba29ba9b163c655b12cbf3c33369b77e1742,86100100000000000000,86.1001
0x9251822e6750a6547381e965c5a588d07acd5486,85648800000000000000,85.6488
0xbdb0209459d712baf9ed2115981300013cac9adb,83944000000000000000,83.944
0x88d207ad7377f175e40c4e2f62548cb5895be623,83619000000000000000,83.619
0x3fdefc030842501fbe05e6a63851b24c30bab021,83492000000000000000,83.492
0xbb11b5f3434bea7cc65f314d3c24e59165853461,83461000000000000000,83.461
0xef8bd429d1877f86087db5843f4ba8d1214512dc,82364000000000000000,82.364
0xd590054562300b8ed2e3d2d33fcfce003087f624,80741000000000000000,80.741
0xca93edb4f10b67d8473ce5ed0e25d45a04e274bd,77930000000000000000,77.93
0x644ce5aeb910ddcaa811c0765428e68e13be4ffb,75536500000000000000,75.5365
0xae35ce24c2b992410387920a5d03a914461f47d0,73858000000000000000,73.858
0xffe575015747bede0b9bf949b9a454c4fef68fc5,73469000000000000000,73.469
0x3b6fd0409d7843f441d41d6588227d835bac331a,73150000000000000000,73.15
0xaf654a6fe7c0577ccb6cdebd1380b078064db084,73108000000000000000,73.108
0xc6286b610fe16b82441d6896813f6d6e094205a5,72400000000000000000,72.4
0xefc8a4b3e11fbe83c01777d0f6dcc7bc781ec3e8,72361000000000000000,72.361
0x0c200f5d8a9015df90007a2473a9170d169e4a44,70988000000000000000,70.988
0x94f6422ef47c2d803e8f2bb2b00b4c82670d4c9d,70988000000000000000,70.988
0x7209ba29ba9b163c655b12cbf3c33369b77e1742,68880100000000000000,68.8801
0x75925a44f7173534841734b6851ed1163648ffb4,68314000000000000000,68.314
0x05a8a3a22fa6441583bbad016c88f4ae862d4149,67549000000000000000,67.549
0xc387c10004734e8a901d9fd4d7d749ea174b4a27,67324000000000000000,67.324
0x64f37f9fc8d6459683af22707f98cc4f41d22b95,67284000000000000000,67.284
0x831383afa8dd97b54361fe12bef9b8d8f38c0b6e,66154800000000000000,66.1548
0x0fc934357aa64a502307ac4b1a58a5d3d292bb35,64539000000000000000,64.539
0x471733781e43d1f500cb947f7e7a77f01cf32c23,64318000000000000000,64.318
0x979366dccba54d558d4045afb107c94dad6152a0,64297000000000000000,64.297
0x0ab75e00f3588b087aad4aeb93732d1b6298bbc6,63167000000000000000,63.167
0x6e298c6f90cabcb0981f303032145a5b77334922,63129000000000000000,63.129
0x18a6db57ce625e9a4733f5015fc8cd6355656d97,63059000000000000000,63.059
0x7e7681a927365ae05b14dafceaab04a24fe35c43,62148600000000000000,62.1486
0x88ab492bf9711d9831047187f46bb72c33c08b4e,61475000000000000000,61.475
0x4f2b87242e02dc81f9968b2cd05b580b5867af80,61475000000000000000,61.475
0xbd81983da18826ff91b73e6d2dde0f6b305818a7,61452000000000000000,61.452
0x714d425bd2244f9cc0f656c42c17e22e28458cb6,61049000000000000000,61.049
0xa929a735699e181843db122462c4f363f4494599,60649000000000000000,60.649
0xd9dc7ae8369eaa452dba0ab70ee15dd0b81f8e97,59780000000000000000,59.78
0x92145e081f0c30abc90a3c2c3f47043b74c9fede,59348000000000000000,59.348
0x4d02b7f78336819758d7691a9f505287e950fe38,57648600000000000000,57.6486
0x36e7332a915c0d23fae352a892d0e46116169725,57394000000000000000,57.394
0x7209ba29ba9b163c655b12cbf3c33369b77e1742,57342700000000000000,57.3427
0x943e0889f261b09b534a579b2bb8713d633bb354,56370000000000000000,56.37
0x06836281ca2f8711607f5795f68d6d21ce6393ac,56324000000000000000,56.324
0x69854dbdf698d0dc059b65b20e9a85227c1bb676,54876000000000000000,54.876
0x9ff29f406616fa60bece3cc90f1a0026674e68c9,54876000000000000000,54.876
0xb816e9f833668ac8aa6ba36c4ae35af0d261ed93,54391000000000000000,54.391
0x07af73e183b55fb58990642c93f94e0ab5ad8dc4,53978000000000000000,53.978
0x2ef61e4054c33aefa5070e51f5f93a3603790a6e,53067000000000000000,53.067
0x291e33c7a30442a7c0b1d8a4bda65682a8e27034,53046000000000000000,53.046
0x42e0add971de4eefd35337c132fe1ab140c4f789,52649000000000000000,52.649
0x7209ba29ba9b163c655b12cbf3c33369b77e1742,51660100000000000000,51.6601
0xd6a13f1f57a8d3f1d7b370a1cbcf905fb9e5c2db,51394000000000000000,51.394
0xb256e38dd4fa1cceaeac39036d060bf09095be48,51340000000000000000,51.34
0x45113f0446802b94f62e4150eaca41f64ba1d1d8,50648000000000000000,50.648
